sample_i	sample_j	distance	comparison_group	same_patient	same_batch
16D	16G	0.8653941594629522	Same patient, different batch date	True	False
16D	16H	0.9338025313308014	Same patient, different batch date	True	False
16D	17B	0.8223552165707424	Different patient	False	False
16D	17C	0.9767378190915743	Different patient	False	False
16D	17G	0.7780245026430798	Different patient	False	False
16D	17I	0.9506282947285208	Different patient	False	False
16D	20B	0.32642460568527887	Different patient	False	False
16D	20C	0.9785618562163265	Different patient	False	False
16E	16F	0.6223181912893226	Same patient, different batch date	True	False
16E	16G	0.5257323466718018	Same patient, different batch date	True	False
16E	16H	0.8213858020894177	Same patient, different batch date	True	False
16E	17B	0.47955802174318635	Different patient	False	False
16E	17C	0.6384437617563254	Different patient	False	False
16E	17G	0.5200324995627463	Different patient	False	False
16E	17I	0.9198614043904998	Different patient	False	False
16E	20B	0.43620170404117603	Different patient	False	False
16E	20C	0.6415344290868177	Different patient	False	False
16F	16G	0.1195626365819625	Same patient, same batch date	True	True
16F	16H	0.8715629937840558	Same patient, different batch date	True	False
16F	17B	0.40474923068228225	Different patient	False	False
16F	17C	0.031318462929372785	Different patient	False	False
16F	17G	0.9198925387953135	Different patient	False	False
16F	17I	0.9362145322849283	Different patient	False	False
16F	20B	0.6761189425538905	Different patient	False	False
16F	20C	0.028664306677413345	Different patient	False	False
16G	16H	0.8287253701200773	Same patient, different batch date	True	False
16G	17B	0.38809139623038397	Different patient	False	False
16G	17C	0.13337836243144452	Different patient	False	False
16G	17G	0.8212418921982898	Different patient	False	False
16G	17I	0.9306554663074738	Different patient	False	False
16G	20B	0.6727098236251475	Different patient	False	False
16G	20C	0.13436283008941638	Different patient	False	False
16H	17B	0.8613932012175567	Different patient	False	False
16H	17C	0.8756383750377215	Different patient	False	False
16H	17G	0.8913083757307301	Different patient	False	False
16H	17I	0.9389753305968589	Different patient	False	False
16H	20B	0.8778170763114265	Different patient	False	False
16H	20C	0.8797713517886661	Different patient	False	False
17B	17C	0.4127316848140926	Same patient, same batch date	True	True
17B	17G	0.8406044621125405	Same patient, different batch date	True	False
17B	17I	0.8832895369901332	Same patient, different batch date	True	False
17B	20B	0.5490470445598582	Different patient	False	False
17B	20C	0.4195259048928053	Different patient	False	False
17C	17G	0.9376790467083523	Same patient, different batch date	True	False
17C	17I	0.9524485042492136	Same patient, different batch date	True	False
17C	20B	0.6827612071782199	Different patient	False	False
17C	20C	0.01693267648236211	Different patient	False	False
17G	17I	0.8549886036105022	Same patient, same batch date	True	True
17G	20B	0.8803538653568664	Different patient	False	False
17G	20C	0.9410174132075233	Different patient	False	False
17I	20B	0.939794554230579	Different patient	False	False
17I	20C	0.95397684717746	Different patient	False	False
20B	20C	0.6789815154730995	Same patient, same batch date	True	True
