outcome	term	estimate_mixed	pvalue_mixed	qvalue_mixed	model_family_mixed	estimate_cluster	pvalue_cluster	qvalue_cluster	model_family_cluster	same_direction	estimate_shift
Serratia marcescens	C(chronicity_group, Treatment('unknown'))[T.acute_like]	-0.27518678500318383	0.7985918882039604	0.8914514100881419	mixedlm	-3.145463522061274	0.0011568256177551	0.0242933379728581	cluster_ols	True	2.87027673705809
Serratia marcescens	C(chronicity_group, Treatment('unknown'))[T.chronic_like]	0.5447488236892476	0.5918577776119994	0.8231100126918086	mixedlm	-2.137942006385943	0.1193871296407546	0.4178549537426411	cluster_ols	False	2.682690830075191
Serratia marcescens	C(chronicity_group, Treatment('unknown'))[T.mixed]	-1.7348885817628308	0.19845347689813841	0.5292092717283691	mixedlm	-1.6314527592323944	0.1808105829752304	0.5424317489256913	cluster_ols	True	-0.10343582253043637
Serratia marcescens	Intercept	1.497434467915713	0.5493447293782304	0.8231100126918086	mixedlm					False	
Serratia marcescens	log10_bacterial_reads	1.0558950304312764	0.0034353561012525754	0.03297941857202472	mixedlm	0.6945233879342112	0.1509249508908241	0.4876036874934317	cluster_ols	True	0.3613716424970652
Staphylococcus aureus	C(body_region, Treatment('lower_extremity'))[T.head_neck]	2.7057261449420893	0.006131904938348887	0.049055239506791096	mixedlm	2.8456726988245387	0.0023703534594583	0.0270828092491441	cluster_ols	True	-0.13994655388244936
Staphylococcus aureus	C(body_region, Treatment('lower_extremity'))[T.trunk_perineum]	-0.2645980105940788	0.7132479196069207	0.8558975035283047	mixedlm	-0.2586273267791211	0.8363401140642744	0.9817004040289592	cluster_ols	True	-0.005970683814957689
Staphylococcus aureus	C(body_region, Treatment('lower_extremity'))[T.upper_extremity]	-0.0877812011123582	0.9183015246577201	0.9582276779037079	mixedlm	0.0299788827626549	0.9753685761026342	0.9817004040289592	cluster_ols	False	-0.11776008387501309
Staphylococcus aureus	C(chronicity_group, Treatment('unknown'))[T.acute_like]	0.46112503999858523	0.6173325095188564	0.8231100126918086	mixedlm	0.4879818918447989	0.6396371912437111	0.8866985412390894	cluster_ols	True	-0.02685685184621367
Staphylococcus aureus	C(chronicity_group, Treatment('unknown'))[T.chronic_like]	-0.24389422724027318	0.781489733701134	0.8914514100881419	mixedlm	-0.43040497738216	0.5909492416821365	0.8864238625232047	cluster_ols	True	0.1865107501418868
Staphylococcus aureus	C(chronicity_group, Treatment('unknown'))[T.mixed]	0.15605172072941795	0.9181903304681154	0.9582276779037079	mixedlm	0.2337615505286965	0.895330792226753	0.9817004040289592	cluster_ols	True	-0.07770982979927854
Staphylococcus aureus	Intercept	1.9542894820637973	0.4132152426681215	0.7865525015970104	mixedlm					False	
Staphylococcus aureus	log10_bacterial_reads	1.3991368573032064	0.00012216494256582047	0.0056230028765635225	mixedlm	1.2090596874371913	0.0025793151665851	0.0270828092491441	cluster_ols	True	0.19007716986601508
host_logit	C(body_region, Treatment('lower_extremity'))[T.head_neck]	1.252655750787789	0.22604409405891357	0.6135482553027655	mixedlm	0.6917951709810948	0.471880934047905	0.471880934047905	cluster_ols	True	0.5608605798066941
host_logit	C(body_region, Treatment('lower_extremity'))[T.head_neck]	1.3272586141489555	0.21925422172051967	0.6135482553027655	mixedlm	0.6917951709810948	0.471880934047905	0.471880934047905	cluster_ols	True	0.6354634431678607
host_logit	C(body_region, Treatment('lower_extremity'))[T.trunk_perineum]	0.39576321003209586	0.6208205034867265	0.9414252047816027	mixedlm	0.9876187436818088	0.3152791856166818	0.4147372534260029	cluster_ols	True	-0.5918555336497129
host_logit	C(body_region, Treatment('lower_extremity'))[T.trunk_perineum]	0.7435286328685605	0.35533370766167527	0.8439175556964789	mixedlm	0.9876187436818088	0.3152791856166818	0.4147372534260029	cluster_ols	True	-0.24409011081324827
host_logit	C(body_region, Treatment('lower_extremity'))[T.upper_extremity]	1.328136874420111	0.0714993529742667	0.35648886169268373	mixedlm	1.8303521767855768	0.0440856862975453	0.0881713725950907	cluster_ols	True	-0.5022153023654659
host_logit	C(body_region, Treatment('lower_extremity'))[T.upper_extremity]	1.2411380685789952	0.07505028667214395	0.35648886169268373	mixedlm	1.8303521767855768	0.0440856862975453	0.0881713725950907	cluster_ols	True	-0.5892141082065816
host_logit	C(chronicity_group, Treatment('unknown'))[T.acute_like]	2.0183206253428234	0.05669688669257226	0.35648886169268373	mixedlm					False	
host_logit	C(chronicity_group, Treatment('unknown'))[T.chronic_like]	0.74505957907506	0.4818965578237081	0.9414252047816027	mixedlm					False	
host_logit	C(chronicity_group, Treatment('unknown'))[T.mixed]	0.4213602556418433	0.8052543755468238	0.9414252047816027	mixedlm					False	
host_logit	C(collection_year)[T.2022]	0.7125883579312595	0.7046144686307235	0.9414252047816027	mixedlm	0.9729849995956182	0.1746331478949567	0.2794130366319308	cluster_ols	True	-0.2603966416643587
